商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节
\t184676434317,农资园艺,花卉,花卉2025新款,698.16,河南,200+人付款,品质农资店专卖店,正品保障,,,,,,
\t290043443994,玩具乐器,益智玩具,益智玩具官方正品,1292.28,广东,2000+人付款,优品玩具店旗舰店,,,,,,,
\t338372992563,礼品鲜花,鲜花,鲜花官方正品,1819.83,四川,1000+人付款,川时尚礼品店旗舰店,,,,,,,
\t651194109469,图书音像,经管,经管高品质,201.22,四川,2000+人付款,时尚图书店,回头客10万,,退货宝,,,,
\t342560685452,玩具乐器,手办,手办官方正品,1257.34,北京,500+人付款,优品玩具店旗舰店,8年老店,,,,,,
\t329069203586,美妆护肤,身体护理,身体护理2025新款,341.81,江西,500+人付款,赣品质美妆店,金牌卖家,,退货宝,,,,
\t568240287339,数码家电,电脑,电脑2025新款户外,2420.26,河南,500+人付款,豫诚信数码店,正品保障,,,,,,
\t535737288291,宠物用品,护理,春季护理百搭热销,374.77,江西,50万+人付款,品质宠物店旗舰店,,,,休闲风,,,冬季
\t408488557497,玩具乐器,模型,模型高品质,1649.24,山东,200+人付款,鲁品质玩具店,回头客3千,,,,,,
\t188829484669,母婴用品,纸尿裤,春季纸尿裤修身热销,52.84,福建,1000+人付款,闽诚信母婴店,回头客1万,,,时尚风,,,
\t493873483613,汽车用品,电子,电子官方正品,900.33,广东,500+人付款,品质汽车店旗舰店,回头客10万,,,,,,
\t783948599941,汽车用品,安全,安全2025新款,490.09,甘肃,200+人付款,诚信汽车店专卖店,正品保障,,,,,,
\t147196341691,农资园艺,种子,种子2025新款,596.45,贵州,5000+人付款,时尚农资店旗舰店,金牌卖家,先用后付,,,,,
\t341473485201,农资园艺,肥料,肥料高品质,483.3,江苏,1000+人付款,诚信农资店,8年老店,,,,,,
\t102252955531,运动户外,运动鞋,春季运动鞋百搭热销,1445.05,陕西,200+人付款,品质运动店,正品保障,先用后付,,休闲风,,,夏季
\t296307702402,医药健康,医疗器械,医疗器械高品质,1240.57,山东,500+人付款,优品医药店专卖店,皇冠店铺,,,,,,
\t794175155895,母婴用品,奶粉,春季奶粉百搭2025新款,1030.52,江苏,2000+人付款,苏诚信母婴店,回头客3千,先用后付,,,聚酯纤维,,春秋季
\t258436350237,服饰鞋包,箱包,夏季箱包百搭2025新款,1082.7,河北,1000+人付款,时尚服饰店旗舰店,回头客10万,,,,,,
\t128112078398,运动户外,户外装备,冬季户外装备百搭2025新款,1026.02,河南,2000+人付款,诚信运动店,皇冠店铺,先用后付,,时尚风,,,冬季
\t735126754093,服饰鞋包,女装,女装修身2025新款,415.02,广西,5000+人付款,桂品质服饰店旗舰店,,,,休闲风,,标准型,春季
\t103460813321,运动户外,运动服,春季运动服修身2025新款,1077.22,黑龙江,1万+人付款,诚信运动店专卖店,极速发货,,,时尚风,,宽松型,春秋季
\t705299280644,礼品鲜花,定制礼品,定制礼品高品质,1001.39,浙江,200+人付款,浙优品礼品店专卖店,回头客5万,,,,,,
\t880642480684,食品生鲜,零食,零食2025新款,36.25,陕西,2000+人付款,时尚食品店,回头客1万,,,,,,
\t380474835513,汽车用品,装饰,装饰2025新款,213.15,广东,2000+人付款,时尚汽车店,回头客1万,,,,,,
\t545539778177,食品生鲜,粮油,粮油高品质,126.82,湖北,1万+人付款,诚信食品店,,,,,,,
\t248107621506,礼品鲜花,定制礼品,定制礼品高品质,621.86,河南,2000+人付款,诚信礼品店旗舰店,,,,,,,
\t650698351160,食品生鲜,肉类,肉类2025新款,439.81,江西,1万+人付款,时尚食品店专卖店,,,,,,,
\t844363271714,图书音像,小说,小说高品质,249.11,广东,5000+人付款,粤诚信图书店,皇冠店铺,,退货宝,,,,
\t741095624480,宠物用品,护理,春季护理修身2025新款,394.18,福建,200+人付款,时尚宠物店专卖店,5年老店,,,通勤风,,,冬季
\t341589066897,玩具乐器,乐器,乐器2025新款,1135.59,上海,50万+人付款,诚信玩具店旗舰店,正品保障,,,,,,
\t681231720805,美妆护肤,香水,香水高品质,466.65,西藏,200+人付款,藏品质美妆店,8年老店,先用后付,,,,,
\t985640867127,农资园艺,肥料,肥料高品质,329.05,福建,2000+人付款,优品农资店旗舰店,,,,,,,
\t322315684455,母婴用品,奶粉,秋季奶粉修身2025新款,1075.06,山东,2000+人付款,时尚母婴店专卖店,8年老店,,,休闲风,,,夏季
\t308834073252,医药健康,药品,药品高品质,1189.6,广东,1000+人付款,诚信医药店,回头客3千,,,,,,
\t515938889738,食品生鲜,零食,零食高品质,154.11,山西,2000+人付款,优品食品店,极速发货,,退货宝,,,,
\t490677376671,数码家电,家电,家电官方正品户外,1881.49,浙江,2000+人付款,诚信数码店,金牌卖家,,,,,,
\t613699482448,运动户外,运动鞋,夏季运动鞋宽松2025新款,1422.11,内蒙古,200+人付款,优品运动店,皇冠店铺,先用后付,,休闲风,,标准型,
\t118891032695,汽车用品,保养,保养2025新款,713.82,宁夏,2000+人付款,诚信汽车店专卖店,极速发货,先用后付,,,,,
\t222940028453,钟表珠宝,手表,手表高品质,492.06,江西,500+人付款,优品钟表店旗舰店,皇冠店铺,,,,,,
\t116099070500,宠物用品,服饰,服饰修身正品,300.34,江苏,1000+人付款,时尚宠物店专卖店,回头客3千,,,,,,夏季
\t302062109117,农资园艺,肥料,肥料2025新款,443.01,黑龙江,2000+人付款,时尚农资店旗舰店,回头客5万,,退货宝,,,,
\t577866590210,礼品鲜花,礼盒,礼盒高品质,1870.6,河北,1000+人付款,品质礼品店,回头客5万,,,,,,
\t995529158684,宠物用品,食品,食品宽松正品,243.2,江苏,5000+人付款,苏优品宠物店,正品保障,,,,,,冬季
\t455028887183,数码家电,相机,相机2025新款办公,5086.41,山西,1000+人付款,时尚数码店专卖店,,,,,,,
\t706031574487,美妆护肤,美发,美发官方正品,305.54,黑龙江,2000+人付款,黑时尚美妆店专卖店,回头客3千,,,,,,
\t619135955970,礼品鲜花,礼品,礼品高品质,1648.31,四川,2000+人付款,品质礼品店专卖店,8年老店,,,,,,
\t229791320042,图书音像,教材,教材2025新款,70.67,北京,1000+人付款,诚信图书店,回头客3千,先用后付,,,,,
\t656872655071,运动户外,户外装备,春季户外装备宽松正品,944.02,广东,1万+人付款,诚信运动店,皇冠店铺,,,时尚风,,,夏季
\t889825597156,图书音像,小说,小说官方正品,43.91,湖南,1000+人付款,时尚图书店旗舰店,,,,,,,
\t107264276537,家居生活,厨具,厨具高品质办公,551.15,江西,1000+人付款,赣诚信家居店专卖店,正品保障,,,,,,
\t746714717010,母婴用品,奶粉,奶粉百搭正品,314.79,四川,500+人付款,时尚母婴店,回头客5万,,,时尚风,丝光棉,,春季
\t767428397766,宠物用品,用品,秋季用品修身热销,332.1,安徽,200+人付款,时尚宠物店,8年老店,,,,,,
\t732772636309,图书音像,社科,社科2025新款,181.85,湖北,100+人付款,品质图书店专卖店,极速发货,,,,,,
\t353337846312,家居生活,厨具,厨具高品质办公,741.48,浙江,200+人付款,优品家居店,回头客10万,,,,,,
\t556600968404,玩具乐器,益智玩具,益智玩具高品质,957.55,浙江,200+人付款,时尚玩具店,,,,,,,
\t192429661228,家居生活,家纺,家纺高品质家用,2336.56,广西,1000+人付款,品质家居店,金牌卖家,先用后付,,,,,
\t327582606278,钟表珠宝,手链,手链高品质,3170.13,江苏,1000+人付款,苏时尚钟表店专卖店,回头客10万,,退货宝,,,,
\t253198773097,礼品鲜花,礼盒,礼盒2025新款,1900.43,吉林,1万+人付款,吉优品礼品店专卖店,金牌卖家,,,,,,
\t639574241575,玩具乐器,乐器,乐器官方正品,1899.67,江苏,100+人付款,苏诚信玩具店,皇冠店铺,,,,,,
\t717758753091,母婴用品,童装,冬季童装百搭热销,510.57,陕西,500+人付款,时尚母婴店,5年老店,,,时尚风,羊毛,,春秋季
\t937133117906,玩具乐器,手办,手办高品质,2271.56,山东,1000+人付款,优品玩具店旗舰店,,,,,,,
\t998007232895,家居生活,厨具,厨具官方正品家用,162.98,黑龙江,1000+人付款,黑优品家居店专卖店,回头客3千,,,,,,
\t548509783918,家居生活,家具,家具官方正品户外,2210.6,广东,500+人付款,粤品质家居店,8年老店,,,,,,
\t852548920147,家居生活,家纺,家纺高品质户外,483.69,天津,500+人付款,时尚家居店,8年老店,,,,,,
\t955481803096,图书音像,少儿,少儿官方正品,199.94,山东,5万+人付款,鲁诚信图书店旗舰店,皇冠店铺,,,,,,
\t438504248807,食品生鲜,粮油,粮油官方正品,308.65,江苏,2000+人付款,苏诚信食品店专卖店,金牌卖家,,退货宝,,,,
\t928768499742,图书音像,少儿,少儿官方正品,298.14,浙江,500+人付款,浙品质图书店,极速发货,,,,,,
\t232973754146,玩具乐器,手办,手办官方正品,1407.31,江苏,1000+人付款,优品玩具店,正品保障,,,,,,
\t945872678679,礼品鲜花,礼品,礼品官方正品,472.76,广东,5000+人付款,时尚礼品店,,,,,,,
\t798852795610,图书音像,少儿,少儿高品质,122.49,内蒙古,500+人付款,诚信图书店旗舰店,回头客10万,,,,,,
\t776754927793,礼品鲜花,永生花,永生花高品质,1466.42,福建,1000+人付款,诚信礼品店专卖店,回头客10万,,,,,,
\t546594534141,美妆护肤,面部护理,面部护理官方正品,834.43,山西,500+人付款,时尚美妆店旗舰店,回头客10万,先用后付,,,,,
\t371091222199,数码家电,耳机,耳机高品质家用,4684.94,上海,1000+人付款,沪优品数码店专卖店,8年老店,,,,,,
\t461231749099,数码家电,家电,家电官方正品办公,4804.28,浙江,5万+人付款,时尚数码店,回头客5万,,,,,,
\t955257276513,汽车用品,装饰,装饰高品质,1050.53,湖北,5000+人付款,鄂品质汽车店专卖店,8年老店,,,,,,
\t466336863380,家居生活,家纺,家纺2025新款家用,396.99,浙江,500+人付款,时尚家居店专卖店,8年老店,,,,,,
\t622026509852,家居生活,收纳,收纳官方正品家用,1576.53,浙江,1000+人付款,浙品质家居店,金牌卖家,,,,,,
\t927583019286,服饰鞋包,鞋靴,冬季鞋靴百搭热销,510.87,山东,2万+人付款,时尚服饰店,皇冠店铺,,,休闲风,羊毛,宽松型,夏季
\t183011096253,美妆护肤,香水,香水官方正品,186.46,陕西,2000+人付款,陕优品美妆店专卖店,8年老店,,,,,,
\t892717193223,食品生鲜,粮油,粮油高品质,161.67,湖北,1万+人付款,时尚食品店专卖店,金牌卖家,,,,,,
\t615540886898,母婴用品,辅食,秋季辅食百搭正品,172.66,广东,500+人付款,时尚母婴店,5年老店,,,休闲风,,,
\t242040686541,服饰鞋包,女装,夏季女装宽松热销,1057.09,广东,2万+人付款,品质服饰店,回头客3千,,,,羊毛,宽松型,夏季
\t918588334992,母婴用品,纸尿裤,夏季纸尿裤宽松热销,379.4,福建,5000+人付款,优品母婴店专卖店,5年老店,先用后付,,休闲风,,,春秋季
\t312064045949,家居生活,收纳,收纳2025新款办公,2882.09,陕西,500+人付款,品质家居店,皇冠店铺,,,,,,
\t550133418139,玩具乐器,乐器,乐器2025新款,473.89,山西,2万+人付款,品质玩具店,8年老店,,,,,,
\t971897428869,玩具乐器,儿童玩具,儿童玩具官方正品,691.55,内蒙古,100+人付款,品质玩具店,,先用后付,,,,,
\t486492518011,农资园艺,肥料,肥料高品质,688.69,山西,1000+人付款,品质农资店,,,,,,,
\t247524459437,母婴用品,纸尿裤,夏季纸尿裤宽松正品,1217.85,浙江,100+人付款,浙诚信母婴店,8年老店,,,休闲风,莫代尔,,
\t335098642902,服饰鞋包,童装,夏季童装修身正品,1073.84,广东,5000+人付款,粤优品服饰店,,,,通勤风,丝光棉,,秋季
\t851744591394,钟表珠宝,耳环,耳环高品质,1332.51,四川,2000+人付款,品质钟表店,8年老店,,,,,,
\t535654347568,美妆护肤,美发,美发官方正品,670.76,湖北,2万+人付款,诚信美妆店,极速发货,,退货宝,,,,
\t261740620277,农资园艺,花卉,花卉高品质,511.08,河北,500+人付款,时尚农资店旗舰店,回头客10万,先用后付,,,,,
\t675284097966,家居生活,厨具,厨具官方正品家用,1403.79,湖北,10万+人付款,诚信家居店专卖店,,,,,,,
\t824015839387,数码家电,电脑,电脑2025新款户外,913.87,北京,5000+人付款,优品数码店专卖店,极速发货,,,,,,
\t408335664149,汽车用品,装饰,装饰官方正品,80.3,江苏,500+人付款,苏品质汽车店,,,,,,,
\t532536731876,家居生活,家具,家具官方正品办公,2973.65,江苏,1000+人付款,时尚家居店旗舰店,金牌卖家,,,,,,
\t476165511148,钟表珠宝,戒指,戒指2025新款,243.92,广东,5000+人付款,品质钟表店,极速发货,,,,,,
\t496412283259,玩具乐器,手办,手办高品质,2328.95,广东,1万+人付款,时尚玩具店,正品保障,,,,,,
\t915779053220,美妆护肤,身体护理,身体护理高品质,365.6,陕西,1万+人付款,优品美妆店,,,,,,,
\t128273623504,农资园艺,种子,种子高品质,660.29,西藏,1万+人付款,品质农资店,皇冠店铺,,,,,,
\t937508515986,图书音像,教材,教材高品质,67.31,湖北,5万+人付款,优品图书店,回头客5万,,,,,,
\t259340267991,服饰鞋包,配饰,秋季配饰修身2025新款,190.38,山东,100+人付款,时尚服饰店专卖店,极速发货,,,,羊毛,宽松型,夏季
\t727717863789,玩具乐器,乐器,乐器2025新款,1352.14,海南,1000+人付款,琼诚信玩具店,回头客3千,,,,,,
\t314932647323,玩具乐器,模型,模型官方正品,747.08,河北,1万+人付款,优品玩具店,8年老店,,,,,,
\t286023516533,运动户外,运动服,秋季运动服百搭热销,1569.63,广西,1万+人付款,诚信运动店,皇冠店铺,,,,,,
\t429631902029,图书音像,教材,教材高品质,152.68,上海,500+人付款,沪品质图书店专卖店,皇冠店铺,,,,,,
\t158130093918,礼品鲜花,永生花,永生花高品质,386.49,黑龙江,5000+人付款,时尚礼品店,正品保障,,,,,,
\t805502107789,玩具乐器,儿童玩具,儿童玩具2025新款,989.01,北京,1000+人付款,时尚玩具店,,,,,,,
\t944137449543,农资园艺,种子,种子官方正品,731.66,江苏,200+人付款,品质农资店,正品保障,,,,,,
\t856730660422,家居生活,厨具,厨具高品质家用,2909.5,宁夏,10万+人付款,时尚家居店,回头客3千,,,,,,
\t609195603526,图书音像,小说,小说高品质,174.75,陕西,5000+人付款,陕诚信图书店,极速发货,先用后付,,,,,
\t556470050134,食品生鲜,海鲜,海鲜2025新款,155.69,上海,2000+人付款,品质食品店,金牌卖家,,,,,,
\t724555513315,礼品鲜花,定制礼品,定制礼品2025新款,243.55,上海,500+人付款,沪优品礼品店专卖店,,,,,,,
\t899721474026,运动户外,运动鞋,运动鞋修身2025新款,437.65,甘肃,500+人付款,品质运动店,极速发货,,,,,,冬季
\t311092597395,图书音像,社科,社科高品质,107.67,北京,500+人付款,品质图书店,正品保障,,,,,,
\t882743129176,农资园艺,种子,种子官方正品,525.97,山东,1000+人付款,时尚农资店旗舰店,回头客3千,先用后付,,,,,
\t718494829023,宠物用品,服饰,春季服饰修身2025新款,171.54,广西,1万+人付款,时尚宠物店,正品保障,,,,,,冬季
\t895794904493,玩具乐器,乐器,乐器2025新款,2374.82,江苏,2000+人付款,优品玩具店专卖店,回头客5万,,,,,,
\t503988350494,食品生鲜,粮油,粮油高品质,329.49,江西,500+人付款,诚信食品店,8年老店,,,,,,
\t455048877954,数码家电,家电,家电高品质户外,1810.79,广东,2万+人付款,粤品质数码店,正品保障,,,,,,
\t598875490368,家居生活,厨具,厨具高品质家用,994.07,广东,1000+人付款,粤诚信家居店,回头客5万,,,,,,
\t617734068950,美妆护肤,美发,美发官方正品,668.69,北京,500+人付款,优品美妆店旗舰店,,,,,,,
\t241243843892,母婴用品,辅食,春季辅食修身正品,1205.13,贵州,5万+人付款,时尚母婴店专卖店,极速发货,,,,,,春秋季
\t919979180583,食品生鲜,海鲜,海鲜官方正品,151.74,江西,2000+人付款,品质食品店,8年老店,先用后付,,,,,
\t255681332918,运动户外,健身器材,夏季健身器材修身2025新款,171.4,新疆,5000+人付款,时尚运动店专卖店,正品保障,,,通勤风,,宽松型,夏季
\t813192006876,医药健康,计生用品,计生用品高品质,1239.48,福建,5万+人付款,优品医药店旗舰店,正品保障,,,,,,
\t869186496436,美妆护肤,香水,香水官方正品,786.47,广东,200+人付款,时尚美妆店,5年老店,,,,,,
\t851467585004,数码家电,手机,手机高品质家用,2236.88,福建,200+人付款,品质数码店,回头客3千,,,,,,
\t139246613417,宠物用品,用品,用品宽松正品,83.6,江苏,20万+人付款,优品宠物店旗舰店,回头客5万,,退货宝,,,,
\t607489726660,图书音像,少儿,少儿官方正品,287.36,江苏,1000+人付款,优品图书店,正品保障,,,,,,
